season_id,season
2016,Autumn
2017,Autumn
2018,Autumn
2019,Autumn
2020,Autumn
2021,Autumn
2022,Autumn
2023,Autumn
2024,Autumn
2025,Autumn
2026,Autumn
2027,Autumn
2028,Autumn
2029,Autumn
2030,Autumn
2031,Autumn
2032,Autumn
2033,Autumn
2034,Autumn
2035,Autumn
2036,Autumn
2037,Autumn
2038,Autumn
2039,Autumn
2040,Autumn
2041,Autumn
2042,Autumn
2043,Autumn
2044,Autumn
2045,Autumn
2046,Autumn
2047,Autumn
2048,Autumn
2049,Autumn
2050,Autumn
2051,Autumn
2052,Autumn
2053,Autumn
2054,Autumn
2055,Autumn
2056,Autumn
2057,Autumn
2058,Autumn
2059,Autumn
2060,Autumn
2061,Autumn
2062,Autumn
